tc_id	model	rate	t_fall	t_rise	v_final	v_inter	GeneName	exp_id	TF
216	sigmoid	0.48422300815582275	NA	14.202762603759766	NA	0.3188772201538086	GRE2	1	ACA1
217	sigmoid	0.22838404774665833	NA	41.72722625732422	NA	0.8271282911300659	GRE3	1	ACA1
218	sigmoid	0.11096519976854324	NA	30.746925354003906	NA	0.7657296061515808	GRX7	1	ACA1
219	sigmoid	0.16677503287792206	NA	23.679622650146484	NA	-0.20141981542110443	GSH2	1	ACA1
220	sigmoid	0.1714799404144287	NA	29.84650993347168	NA	0.7113101482391357	GSM1	1	ACA1
221	sigmoid	0.3094530701637268	NA	55.68777084350586	NA	0.7670232653617859	GSP2	1	ACA1
222	sigmoid	0.26538264751434326	NA	45.97392654418945	NA	0.658673882484436	GTO1	1	ACA1
223	sigmoid	0.27982646226882935	NA	50.73188018798828	NA	0.8678184747695923	GTT1	1	ACA1
224	sigmoid	0.1466939002275467	NA	29.24412727355957	NA	0.9722203612327576	GUP2	1	ACA1
225	sigmoid	0.2667604088783264	NA	47.68365478515625	NA	-0.5413172245025635	GWT1	1	ACA1
226	sigmoid	0.5755584836006165	NA	13.654437065124512	NA	0.9946267604827881	HAP4	1	ACA1
227	sigmoid	0.28857940435409546	NA	50.771907806396484	NA	-1.3397564888000488	HBN1	1	ACA1
228	sigmoid	0.13239377737045288	NA	43.87482833862305	NA	3.2136709690093994	HBT1	1	ACA1
229	sigmoid	0.12746277451515198	NA	30.29983139038086	NA	-1.0708941221237183	HCM1	1	ACA1
